Date,Open,High,Low,Close,Volume,DailyReturn,Baseline_PnL,Baseline_Cumulative_PnL,LogReturn,Return_5D,LogReturn_5D,Return_10D,LogReturn_10D,Return_21D,LogReturn_21D,SMA_10_Close,SMA_10_Volume,SMA_20_Close,SMA_20_Volume,SMA_50_Close,SMA_50_Volume,Close_SMA_20_Ratio,EMA_Short_Close,EMA_Long_Close,MACD,MACD_Signal,MACD_Hist,RSI,SMA_20_Close_BB,StdDev_Close_BB,Bollinger_Upper,Bollinger_Lower,Bollinger_Bandwidth,Price_Bollinger_Pct,Volatility_10D_Log,Volatility_20D_Log,Volume_Change,Volume_SMA_5_Ratio,VIX_Close,VIX_LogReturn,GSPC_Close,GSPC_LogReturn,GSPC_LogReturn_5D,Relative_LogReturn_GSPC,PFE_LogReturn_5D_vs_GSPC_LogReturn_5D,NextDayReturn,Target,Target_Lag1
2010-03-17,8.913015085177904,8.938834583197604,8.861375051001797,8.887195587158203,59708468,-0.002897075704024865,-2897.075704024865,-81963.61172081692,-0.002901280350592146,0.0034984448245458655,0.003492339501730304,-0.006351146626995652,-0.006371400963116688,-0.028781477135109146,-0.029203786716176648,8.915082550048828,59996199.3,9.029206037521362,62324985.85,9.352085304260253,62484225.12,0.9842720999196356,8.94857459009941,9.080412855124154,-0.1318382650247436,-0.13838519524253312,0.006546930217789515,36.956414824479964,9.029206037521362,0.1414954169425907,9.312196871406544,8.746215203636181,0.06268343699527892,0.2490900174866131,0.024263746809346325,0.04108298486005597,0.0655153119335512,0.9834473574628435,16.90999984741211,-0.04509438447453756,1166.2099609375,0.005804795332563638,0.017821907682572764,-0.008706075683155784,-0.01432956818084246,0.0011625835667299356,1,0.0
2010-03-18,8.954331451011285,8.959496183866486,8.84072393839301,8.897527694702148,53653975,0.0011625835667299356,1162.5835667299357,-80801.02815408698,0.0011619082897817014,-0.00346990350579246,-0.003475937583450698,-0.0057697900345454745,-0.005786499577770008,-0.024900344691355936,-0.025215602634466518,8.90991907119751,59362523.9,9.016296291351319,61997539.65,9.339119338989258,62643006.0,0.9868273409822284,8.940721221576755,9.066865806204005,-0.12614458462724976,-0.13593707311947645,0.009792488492226692,40.69782423831162,9.016296291351319,0.14112286867187937,9.298542028695078,8.73405055400756,0.06260791088121116,0.2896007256532683,0.024303284631649703,0.04087404417689337,-0.10140091016905672,0.8773501151920325,16.6200008392334,-0.017298313964267082,1165.8299560546875,-0.00032589912668909416,0.013462634242377699,0.0014878074164707956,-0.016938571825828398,-0.018572448046214385,0,1.0
2010-03-19,8.732278823852539,8.933673245377392,8.675474563662709,8.732278823852539,119353801,-0.018572448046214385,-18572.448046214384,-99373.47620030136,-0.018747081587752158,-0.009953170835085845,-0.010003034785432668,-0.03260873125205288,-0.03315224411677607,-0.046249085070930396,-0.04735273708739617,8.88048439025879,64477638.6,8.988410902023315,65295563.65,9.323462390899659,64157262.52,0.9715041867842157,8.908653160388415,9.04208158528908,-0.1334284249006661,-0.13543534347571437,0.002006918575048283,27.174293786728356,8.988410902023315,0.13928487459321273,9.26698065120974,8.709841152836889,0.06198420437670892,0.04027298563677556,0.02793241098770235,0.04072937448401955,1.2245099454420667,1.7810599334934154,16.969999313354492,0.02084019886112588,1159.9000244140625,-0.005099426451612706,0.00858057736085769,-0.013647655136139452,-0.018583612146290358,0.014192605918139867,1,0.0
2010-03-22,8.778753072777338,8.907852657472054,8.768425687358398,8.856212615966797,74916107,0.014192605918139867,14192.605918139867,-85180.87028216149,0.01409283379623998,-0.006373224155508228,-0.006393619852322622,-0.011527340711387724,-0.011594295541420208,-0.046692639358555055,-0.047817908289875824,8.870156478881835,66832179.8,8.96775484085083,65984668.85,9.311000213623046,64824442.42,0.9875618561319356,8.90058538432355,9.02831351348743,-0.127728129163879,-0.1338939006133473,0.00616577144946831,38.34202493612868,8.96775484085083,0.1253690304950113,9.218492901840852,8.717016779860808,0.05591991873993578,0.27757221132759746,0.0323443625700754,0.04421605552359008,-0.3723190516571818,1.0300025386234863,16.8700008392334,-0.005910092478852701,1165.81005859375,0.005082359099180065,0.013210843836601857,0.009010474697059914,-0.01960446368892448,0.022740322096413523,1,1.0
2010-03-23,8.923343522960284,9.078262587624337,8.882031910801432,9.057605743408203,77908623,0.022740322096413523,22740.32209641352,-62440.54818574796,0.022485615153818247,0.016222168770816392,0.016091995301495625,0.017991295357402404,0.01783136736230602,-0.02284178126242009,-0.023106696614155126,8.886164283752441,68874115.0,8.964398288726807,67357182.35,9.30103126525879,65741620.56,1.0103975137738592,8.924742362644267,9.030483308296375,-0.10574094565210856,-0.12826330962109955,0.022522363968990988,55.392031721028765,8.964398288726807,0.12179253436570478,9.207983357458216,8.720813219995398,0.054344990234923,0.6913242366759597,0.03916670411121461,0.04830735243207335,0.03994489462726625,1.0103805853849401,16.350000381469727,-0.03130902563022129,1174.1700439453125,0.0071453777848001715,0.01260720663824207,0.015340237369018076,0.0034847886632535553,0.003990486847818664,1,1.0
2010-03-24,9.09375,9.14538896943145,9.057601060380112,9.09375,77922536,0.003990486847818664,3990.486847818664,-58450.0613379293,0.003982545973470347,0.023241798924765744,0.022975821625558116,0.026821553900473027,0.026468161127288416,-0.003395910108507705,-0.003401689298690019,8.909918022155761,70732222.1,8.959234142303467,67684333.4,9.290250492095947,66616077.98,1.015014213889263,8.950743537622072,9.035169729904052,-0.08442619228197934,-0.11949588615327553,0.03506969387129619,56.66646440076088,8.959234142303467,0.11330318631509731,9.185840514933663,8.732627769673272,0.05058610346172597,0.7968051077629061,0.0385366449070498,0.04775869672038054,0.00017858100251633147,0.9649729154342052,17.549999237060547,0.07082598576479658,1167.719970703125,-0.0055084478872883084,0.0012939634183901242,0.009490993860758655,0.021681858207167993,-0.01249270095038657,0,1.0
2010-03-25,9.160884067174923,9.181539869320279,8.959489736723576,8.980144500732422,50807754,-0.01249270095038657,-12492.70095038657,-70942.76228831586,-0.012571390791530185,0.009285366549571572,0.009242522544246234,0.005783243717836228,0.005766584960795532,-0.023582434620089132,-0.023864950682594095,8.915081596374511,70668170.5,8.951487970352172,67407484.5,9.277811431884766,66762196.12,1.003201314739534,8.955266762715972,9.03109378700245,-0.07582702428647714,-0.11076211377991585,0.03493508949343871,47.926026476257746,8.951487970352172,0.10568928734196013,9.162866545036092,8.740109395668252,0.04722758392437492,0.567784851002758,0.04075995662902444,0.0488923142352803,-0.34797099006120646,0.6336572225234226,18.399999618530273,0.04729673744334908,1165.72998046875,-0.0017056210833286789,-8.575853824946043e-05,-0.010865769708201507,0.009328281082495695,-0.014375931091873628,0,0.0
2010-03-26,8.964654000318905,8.974982421119538,8.830390758730134,8.851046562194824,57108144,-0.014375931091873628,-14375.931091873628,-85318.69338018949,-0.01448026593680725,0.01360100161001121,0.013509338195191142,0.0035124576823726272,0.0035063034097584708,-0.031091326242614792,-0.03158491946138109,8.918179607391357,67372713.0,8.94090166091919,67141064.9,9.258288650512695,66649797.56,0.9899501077036644,8.939232885712718,9.01775695553522,-0.07852406982250137,-0.10431450498843295,0.025790435165931574,45.41475771156034,8.94090166091919,0.1045534511678716,9.150008563254932,8.731794758583447,0.04677535001861203,0.285145545841203,0.04160238608305258,0.05030611356481864,0.1240044974237593,0.8431407674440791,17.770000457763672,-0.03483897595585296,1166.5899658203125,0.0007374506159884132,0.005751118529351659,-0.015217716552795664,0.007758219665839483,0.00816798198900015,1,0.0
2010-03-29,8.88203014714281,8.95432493499725,8.851045925107693,8.923341751098633,51374595,0.00816798198900015,8167.98198900015,-77150.71139118934,0.008134804563419615,0.007579891997038235,0.007551308962370778,0.001158359490758265,0.001157689110048151,-0.015385026590533535,-0.015504604167063236,8.919212055206298,67879117.8,8.928766298294068,67305436.2,9.23847255706787,66680882.12,0.9993924639738334,8.93678809577209,9.010763236688064,-0.07397514091597301,-0.09824663217394096,0.024271491257967945,51.08200847122933,8.928766298294068,0.09013695511377215,9.109040208521613,8.748492388066524,0.04038047457059947,0.484954708120026,0.04102913654683313,0.04956528305224242,-0.10039809733616978,0.8151549516502281,17.59000015258789,-0.01018110050287433,1173.219970703125,0.005667146312798056,0.00633590574296965,0.0024676582506215593,0.0012154032194011278,-0.0011570192465331086,0,1.0
2010-03-30,8.944001508687553,8.980148399532993,8.845886146365444,8.913017272949219,44091982,-0.0011570192465331086,-1157.0192465331086,-78307.73063772244,-0.0011576891100480353,-0.015963210869959776,-0.016091995301495503,0.0,1.1579279202145187e-16,-0.02760532161157403,-0.02799350921204837,8.919212055206298,66684598.5,8.919987535476684,66102648.3,9.21732437133789,65947511.02,0.9992185793422084,8.933131046107034,9.003522794929632,-0.07039174882259758,-0.0926756555036723,0.022283906681074717,52.44450171793099,8.919987535476684,0.08192776568645893,9.083843066849601,8.756132004103767,0.0367389597174276,0.47873046314316386,0.04104909404446078,0.04899179606663767,-0.1417551418166898,0.7837041694219944,17.1299991607666,-0.02649930408016035,1173.27001953125,4.26584629303888e-05,-0.0007668135789001323,-0.001200347572978424,-0.015325181722595371,-0.006373224155508228,0,0.0
